client_id,signup_date,last_activity,tenure_days,plan_tier,effective_fee,discount_pct,sessions_30d,avg_session_min,complaints_90d,payment_failures_180d,auto_pay,contract,region_id,country,device,app_version,marketing_source,annual_income,favorite_color,churned
70706716,2025-09-28,2025-09-03,94,3,30.87,20,11,19.06,0,1,1,monthly,104,ES,ios,5.1,organic,30873.0,white,0
98792034,2024-06-09,2025-06-16,570,3,37.8,0,6,9.34,3,1,1,monthly,103,ES,android,4.7,organic,44064.0,red,1
14866689,2025-08-03,2025-07-13,150,3,34.8,0,10,32.0,1,2,0,monthly,104,PT,web,5.1,ads,,white,1
23093836,2025-01-18,2025-10-26,347,2,20.3,10,9,17.58,1,0,1,monthly,102,FR,ios,5.5,organic,24865.0,blue,0
85201256,2024-01-01,2025-06-12,730,1,8.8,10,7,10.45,1,1,1,annual,104,ES,ios,4.2,referral,24653.0,white,1
78602843,2023-09-07,2025-12-19,846,2,16.57,0,5,14.48,1,1,1,annual,103,ES,android,3.7,ads,30502.0,yellow,0
94773487,2025-03-25,2025-08-10,281,1,13.3,0,8,17.79,5,1,1,monthly,102,ES,ios,5.2,organic,38537.0,black,1
99499127,2023-12-29,2025-05-20,733,3,9999.0,10,16,19.56,1,0,1,monthly,104,DE,web,3.8,referral,40476.0,black,1
16347813,2023-09-28,2025-07-26,825,1,9.43,5,12,17.98,0,0,0,monthly,101,PT,ios,3.8,organic,75120.0,green,0
90071734,2025-10-15,2025-05-21,77,2,17.29,0,14,21.3,0,0,0,monthly,103,DE,ios,5.5,ads,41195.0,white,1
27987065,2024-06-12,2025-12-18,567,2,18.7,0,6,18.71,0,0,0,annual,103,ES,ios,4.0,ads,15413.0,black,0
86971481,2023-02-23,2025-08-26,1042,2,15.98,0,7,8.66,0,0,0,monthly,104,NL,web,3.6,organic,51206.0,green,0
66808138,2024-06-25,2025-06-27,554,3,37.07,0,14,28.15,1,1,0,monthly,104,FR,android,4.6,organic,,green,0
99735566,2024-05-19,2025-07-30,591,2,16.46,0,15,27.56,4,0,1,annual,101,ES,web,4.0,ads,31339.0,red,0
98355932,2025-08-04,2025-06-03,149,4,60.62,0,15,20.56,0,2,1,monthly,102,NL,android,5.5,organic,18107.0,blue,0
34505829,2025-02-18,2025-09-11,316,3,33.13,0,10,14.73,1,0,0,monthly,104,FR,ios,5.0,ads,29725.0,yellow,0
56829988,2023-07-29,2025-07-21,886,4,56.85,0,14,15.84,0,1,0,annual,106,DE,ios,3.2,ads,50023.0,black,0
96458483,2023-06-14,2025-09-22,931,3,35.51,0,9,12.31,1,0,0,monthly,101,PT,android,3.6,referral,-999.0,blue,0
79854054,2024-10-22,2025-06-05,435,3,34.26,0,13,14.08,2,1,0,monthly,101,ES,android,4.4,organic,52636.0,green,1
58684752,2023-02-21,2025-12-03,1044,3,36.83,0,13,2.13,0,0,0,monthly,106,DE,android,3.6,organic,51893.0,yellow,0
74264226,2023-12-16,2025-11-01,746,2,17.2,0,11,23.93,0,0,1,monthly,103,PT,android,3.4,ads,36518.0,blue,0
19574393,2023-06-01,2025-12-08,944,2,16.49,10,3,19.81,0,0,1,monthly,102,ES,ios,3.2,ads,0.0,green,0
75221576,2023-01-23,2025-07-16,1073,2,14.74,0,10,4.44,0,0,1,monthly,102,PT,android,3.0,organic,20995.0,black,0
87893532,2025-10-03,2025-11-06,89,1,5.18,0,7,19.09,1,1,0,monthly,107,ES,ios,5.6,organic,12045.0,blue,0
49253489,2023-04-09,2025-10-16,997,1,13.95,0,6,13.45,1,1,1,annual,104,PT,android,3.5,referral,53470.0,black,0
21774305,2023-01-11,2025-06-14,1085,4,64.57,0,10,13.31,0,0,1,monthly,102,FR,android,3.1,organic,40823.0,blue,0
18980945,2025-10-18,2025-10-06,74,1,10.19,0,9,17.21,0,1,1,monthly,103,DE,ios,5.1,ads,,red,1
25937710,2023-07-26,2025-11-27,889,2,18.18,0,12,4.54,1,0,1,monthly,102,DE,android,3.7,referral,26312.0,green,0
62566202,2025-06-13,2025-12-26,201,3,34.33,0,14,15.43,0,0,1,monthly,102,ES,ios,5.8,organic,48777.0,green,0
10055186,2023-02-04,2025-11-07,1061,1,11.91,0,9,14.73,1,0,0,monthly,107,ES,web,3.3,organic,21013.0,blue,0
99905252,2023-06-18,2025-05-26,927,4,58.86,0,14,15.98,0,0,0,annual,104,IT,web,3.9,ads,15522.0,black,0
60276118,2023-05-02,2025-08-22,974,1,10.51,0,8,5.8,0,0,1,monthly,105,PT,ios,3.5,referral,14317.0,black,0
54211701,2025-02-12,2025-05-07,322,4,59.96,0,14,18.18,0,0,1,monthly,107,ES,ios,5.5,referral,35089.0,yellow,0
47483553,2024-11-10,2025-11-10,416,3,33.74,0,10,20.86,1,0,1,monthly,102,IT,ios,4.9,organic,22165.0,green,0
72260262,2024-06-04,2025-10-08,575,1,8.83,0,7,16.19,1,0,1,monthly,101,FR,android,4.6,organic,47530.0,red,0
33318586,2023-09-22,2025-11-22,831,1,10.64,0,11,13.37,0,0,0,monthly,102,DE,android,3.5,organic,,black,0
87810107,2023-04-08,2025-09-27,998,2,17.84,0,8,30.13,0,0,0,monthly,105,DE,android,3.1,organic,13842.0,green,0
83818301,2024-09-15,2025-08-18,472,2,20.98,0,9,8.7,1,1,1,annual,103,IT,web,4.5,organic,29941.0,yellow,1
78280539,2023-09-10,2025-06-21,843,1,8.95,0,9,18.89,2,1,1,monthly,104,DE,android,3.3,referral,19584.0,blue,0
89305582,2024-10-08,2025-10-04,449,4,60.27,0,15,17.21,0,0,0,monthly,101,ES,android,4.1,organic,31419.0,blue,1
78472976,2025-01-22,2025-06-29,343,1,13.03,0,13,27.32,1,1,1,annual,101,ES,android,5.5,organic,48391.0,yellow,0
36509353,2025-07-19,2025-08-03,165,3,34.62,0,17,18.57,0,0,0,monthly,103,FR,android,5.0,organic,30922.0,blue,1
70694289,2024-06-24,2025-10-22,555,1,12.01,0,7,17.36,2,0,1,monthly,102,DE,android,4.9,partner,-999.0,green,1
56774157,2023-01-06,2025-05-27,1090,4,56.05,0,9,17.28,0,0,1,monthly,106,ES,android,3.9,organic,39228.0,white,0
71595285,2023-11-04,2025-09-18,788,1,8.96,0,5,6.9,2,2,1,monthly,107,FR,ios,3.7,ads,27013.0,blue,0
94768768,2025-07-23,2025-11-25,161,2,20.05,0,10,9.29,0,0,1,annual,107,ES,web,5.8,referral,40456.0,green,1
16840134,2024-08-06,2025-05-14,512,2,21.8,10,12,13.35,1,0,1,monthly,104,FR,ios,4.8,ads,37546.0,blue,1
26247618,2024-11-08,2025-05-26,418,1,4.54,20,7,19.49,1,0,1,monthly,102,DE,web,4.8,organic,18189.0,red,1
95187452,2024-05-16,2025-12-20,594,3,33.04,5,8,15.4,2,0,1,monthly,104,NL,ios,4.1,ads,14550.0,green,0
29689427,2023-06-28,2025-05-29,917,2,23.19,0,8,12.76,3,0,1,monthly,101,ES,android,3.9,organic,27733.0,yellow,0
53935989,2025-09-08,2025-05-18,114,2,18.26,0,7,21.98,1,2,1,monthly,107,ES,web,5.2,organic,38650.0,blue,1
43870635,2025-04-26,2025-06-16,249,2,19.52,0,12,3.11,3,0,1,monthly,105,FR,ios,5.0,referral,57113.0,green,1
84625011,2025-12-25,2025-10-31,10,3,32.15,10,20,9.23,1,1,1,annual,102,DE,ios,5.8,ads,17013.0,black,0
31760580,2025-07-25,2025-08-02,159,1,10.4,0,10,1.0,0,0,1,monthly,106,DE,android,5.7,ads,18710.0,green,1
23913857,2023-11-15,2025-08-24,777,1,13.43,0,8,21.25,0,0,0,monthly,102,FR,android,3.5,ads,46423.0,yellow,1
13309778,2023-10-06,2025-08-05,817,1,10.98,0,10,13.92,1,0,1,monthly,106,ES,android,3.1,ads,,blue,1
37962474,2023-09-30,2025-08-06,823,2,21.77,5,10,20.3,0,0,0,monthly,103,NL,android,3.3,partner,30161.0,green,0
90868149,2025-10-03,2025-07-31,89,1,8.28,10,7,13.09,1,0,1,monthly,106,DE,ios,5.6,referral,42067.0,red,1
86174726,2024-09-01,2025-08-30,486,4,58.36,0,15,21.89,0,0,0,annual,107,IT,web,4.7,ads,50026.0,yellow,0
14740382,2024-05-12,2025-07-19,598,2,19.49,0,20,16.24,1,1,1,monthly,103,FR,web,4.7,organic,47172.0,yellow,0
97915719,2025-11-26,2025-08-27,35,3,30.82,5,11,17.21,0,1,0,annual,104,PT,web,5.2,ads,22807.0,blue,0
42856923,2024-10-22,2025-12-28,435,2,20.0,5,10,16.08,1,0,1,monthly,102,PT,web,4.6,organic,38785.0,green,0
22075200,2025-09-22,2025-12-23,100,2,18.18,5,12,17.03,2,1,0,monthly,106,ES,web,5.1,ads,48471.0,black,0
18577865,2025-12-14,2025-05-16,17,2,18.51,0,11,24.86,0,0,0,monthly,104,ES,ios,5.2,ads,28588.0,green,1
36273159,2023-03-28,2025-05-27,1009,2,21.09,0,8,4.25,1,0,1,annual,107,ES,ios,3.0,organic,37873.0,white,0
41315071,2024-01-31,2025-08-13,700,2,15.73,10,12,14.59,2,0,1,monthly,107,PT,android,4.8,referral,24435.0,white,0
67370218,2025-03-14,2025-11-20,292,2,21.69,0,8,15.19,0,0,1,monthly,102,ES,web,5.3,organic,19307.0,red,0
19741938,2025-06-09,2025-06-27,205,2,18.94,0,13,15.54,0,2,1,monthly,101,FR,ios,5.5,referral,38460.0,blue,1
56018173,2023-06-12,2025-11-27,933,4,62.54,0,11,12.36,0,0,1,monthly,105,DE,android,3.0,organic,45595.0,blue,0
20009713,2023-12-15,2025-10-02,747,1,9.13,0,6,10.29,0,0,1,monthly,103,IT,android,3.9,referral,43369.0,yellow,0
65922271,2024-08-23,2025-10-13,495,2,20.31,5,11,23.93,4,0,1,annual,102,FR,web,4.3,ads,13971.0,yellow,0
67692742,2025-05-25,2025-12-29,220,1,10.39,0,10,14.08,0,0,1,annual,104,FR,ios,5.4,organic,51092.0,black,0
71804745,2023-05-04,2025-06-21,972,2,21.63,0,10,29.13,0,0,1,monthly,104,FR,android,3.3,organic,40870.0,green,0
49867462,2024-10-19,2025-08-31,438,3,35.23,0,9,17.42,2,0,1,annual,104,ES,android,4.3,referral,48535.0,green,0
48038456,2023-11-21,2025-10-17,771,1,5.7,10,8,12.26,1,0,1,monthly,102,ES,ios,3.3,organic,19763.0,green,0
34559071,2023-08-25,2025-09-01,859,2,21.1,5,10,17.82,0,0,1,annual,102,PT,ios,3.8,organic,44584.0,black,0
95932064,2024-07-18,2025-12-31,531,2,19.8,0,15,16.4,0,0,1,monthly,102,NL,android,4.0,referral,41781.0,green,0
19354332,2024-03-29,2025-09-18,642,1,11.73,0,3,20.8,1,0,0,monthly,106,PT,ios,4.8,ads,15133.0,yellow,0
97338071,2024-11-27,2025-08-29,399,4,61.51,0,13,8.24,1,1,0,monthly,104,ES,ios,4.2,referral,39038.0,red,0
59780647,2023-12-14,2025-10-11,748,2,17.37,5,8,3.19,2,0,0,annual,104,ES,android,3.0,partner,18448.0,green,0
65143118,2025-06-20,2025-06-15,194,3,32.98,0,15,17.92,1,0,1,monthly,107,DE,android,5.8,organic,33109.0,green,1
70825615,2023-03-27,2025-11-02,1010,2,9999.0,0,7,18.76,1,0,1,monthly,107,ES,android,3.4,referral,65353.0,white,1
28359170,2025-08-01,2025-11-28,152,4,47.46,20,17,17.97,1,0,1,monthly,101,NL,ios,5.9,organic,36961.0,red,0
94762688,2023-02-02,2025-08-27,1063,2,22.05,0,14,19.53,0,0,1,monthly,106,IT,web,3.0,referral,31316.0,green,0
93761452,2025-03-16,2025-06-02,290,2,19.6,0,10,17.65,0,0,0,monthly,102,NL,web,5.0,ads,-999.0,yellow,1
46790736,2024-01-15,2025-10-02,716,3,37.24,0,10,5.62,1,0,1,monthly,106,PT,ios,4.8,referral,,green,0
42956409,2024-02-24,2025-12-20,676,2,20.92,0,9,15.94,1,0,0,annual,102,FR,android,4.2,ads,30794.0,blue,0
90992110,2023-01-21,2025-05-13,1075,2,20.62,0,3,20.65,5,1,0,monthly,102,ES,android,3.4,ads,4776.0,yellow,1
53580733,2025-02-07,2025-09-16,327,4,59.17,0,14,16.53,1,0,1,monthly,107,PT,ios,5.1,referral,17649.0,red,1
34443435,2023-07-01,2025-11-20,914,2,20.5,0,9,6.39,0,1,1,monthly,104,DE,ios,3.2,organic,45389.0,yellow,0
76386635,2024-12-22,2025-08-06,374,3,30.09,20,12,13.0,0,2,1,annual,103,PT,ios,4.5,organic,51005.0,white,0
11453654,2025-03-05,2025-10-16,301,3,34.87,0,11,18.09,0,0,0,monthly,107,FR,web,5.0,referral,33962.0,yellow,0
76753622,2025-07-14,2025-05-20,170,3,36.16,0,10,25.27,0,1,1,monthly,102,DE,android,5.7,partner,47087.0,black,1
69269048,2025-02-14,2025-10-22,320,4,60.09,0,18,4.76,1,0,1,monthly,101,FR,android,5.2,ads,-999.0,black,0
51336354,2023-11-27,2025-08-21,765,2,19.25,5,10,16.67,0,0,0,monthly,103,ES,ios,3.9,organic,22354.0,yellow,0
59641810,2025-03-19,2025-08-23,287,2,23.78,0,11,9.16,0,1,0,annual,105,DE,android,5.3,organic,,black,1
58475356,2025-06-23,2025-11-03,191,1,12.63,0,10,17.55,1,0,0,monthly,105,ES,android,5.7,ads,13174.0,white,0
31783855,2023-12-14,2025-09-03,748,3,28.13,20,16,19.53,0,0,1,monthly,104,FR,ios,3.9,referral,38870.0,yellow,0
97554025,2023-05-16,2025-12-05,960,3,35.46,0,8,12.6,0,0,0,monthly,104,DE,android,3.6,organic,23834.0,blue,0
55007048,2025-09-01,2025-07-30,121,2,18.45,0,11,18.54,2,1,0,monthly,104,ES,android,5.9,organic,30028.0,yellow,0
54584741,2023-06-11,2025-07-03,934,1,8.65,10,3,19.59,0,0,1,monthly,103,IT,web,3.7,organic,55190.0,green,0
64863784,2024-10-12,2025-05-17,445,2,20.67,0,4,12.01,1,0,1,annual,101,ES,ios,4.4,organic,33573.0,red,1
73562421,2023-09-16,2025-10-14,837,2,21.86,0,8,5.98,0,0,1,monthly,102,IT,android,3.9,ads,28414.0,white,0
52187550,2023-05-18,2025-10-24,958,3,36.64,0,17,24.8,4,0,1,monthly,106,ES,web,3.9,organic,25299.0,black,0
29107838,2025-04-30,2025-08-22,245,1,7.17,5,7,18.72,0,0,0,monthly,106,IT,android,5.9,ads,40813.0,green,0
47061483,2023-06-07,2025-07-18,938,3,33.43,10,11,18.13,1,1,0,monthly,103,FR,android,3.7,organic,19689.0,white,1
65732491,2025-01-03,2025-05-07,362,3,34.79,0,10,10.35,0,0,0,monthly,103,PT,web,5.0,referral,34267.0,blue,1
32149848,2025-01-28,2025-12-25,337,4,9999.0,0,12,20.91,0,2,1,annual,104,DE,ios,5.7,ads,31060.0,blue,1
26028733,2023-03-07,2025-11-04,1030,1,12.93,0,9,26.5,0,0,0,monthly,101,FR,android,3.2,ads,,blue,0
23333153,2023-07-09,2025-10-30,906,4,63.21,0,7,13.02,0,2,1,annual,104,IT,ios,3.2,referral,,blue,0
42956493,2025-05-19,2025-10-31,226,3,35.57,0,10,15.07,0,0,1,monthly,104,FR,ios,5.7,organic,33421.0,yellow,1
80234331,2024-07-09,2025-09-11,540,3,36.55,0,11,8.36,0,0,0,monthly,104,FR,web,4.7,partner,27729.0,white,0
50370846,2023-05-13,2025-06-05,963,1,11.68,0,10,10.18,0,0,0,monthly,101,FR,ios,3.0,organic,36075.0,yellow,1
37706738,2025-12-21,2025-12-24,10,2,23.06,0,9,7.8,0,1,0,monthly,107,IT,ios,5.9,organic,2588.0,green,0
70400399,2023-10-18,2025-06-19,805,3,36.59,0,8,14.78,0,0,1,monthly,102,DE,android,3.6,organic,26514.0,black,1
81272110,2023-01-05,2025-08-05,1091,2,17.07,0,6,11.46,1,0,0,annual,101,NL,android,3.8,referral,44880.0,black,0
17331261,2025-10-08,2025-08-06,84,2,24.41,0,15,17.99,2,0,1,monthly,103,ES,android,5.9,ads,,red,0
94664132,2023-01-19,2025-07-22,1077,2,22.33,0,15,10.4,0,0,0,monthly,106,ES,ios,3.5,organic,59183.0,green,0
19025611,2024-08-28,2025-12-04,490,2,18.87,0,12,13.99,1,0,1,monthly,106,DE,ios,4.3,organic,38016.0,yellow,0
75099615,2025-12-23,2025-07-05,10,1,7.72,0,9,8.53,2,0,1,monthly,104,IT,android,5.0,partner,30945.0,yellow,1
14685803,2024-09-24,2025-11-02,463,2,21.1,0,8,15.13,2,0,0,monthly,104,ES,android,4.7,organic,34433.0,red,0
37041554,2024-10-02,2025-08-30,455,1,9.38,0,17,6.46,0,0,1,monthly,104,ES,android,4.3,organic,20983.0,green,0
44316136,2024-03-01,2025-07-22,670,4,57.68,5,9,15.16,0,0,0,monthly,101,NL,android,4.4,organic,52787.0,white,0
27652803,2023-05-19,2025-08-09,957,4,55.46,10,10,12.83,1,1,1,monthly,102,FR,web,3.6,organic,35416.0,black,0
28134073,2024-09-19,2025-10-15,468,2,17.81,5,6,14.59,0,0,0,monthly,103,FR,web,4.4,referral,33841.0,black,0
42692750,2025-09-09,2025-09-27,113,1,7.53,0,8,4.09,0,0,0,monthly,104,ES,ios,5.1,ads,46953.0,yellow,0
79250743,2023-04-10,2025-09-08,996,1,9.75,10,7,17.68,0,1,1,monthly,105,ES,web,3.8,organic,38336.0,yellow,0
54241882,2025-08-22,2025-12-22,131,2,18.82,0,15,13.96,1,0,1,monthly,107,ES,ios,5.4,referral,23397.0,green,0
84265326,2024-03-30,2025-07-10,641,4,60.31,0,16,17.3,2,0,0,monthly,104,ES,ios,4.7,referral,32441.0,blue,0
82837734,2024-08-10,2025-12-08,508,2,17.03,0,4,1.78,1,0,1,monthly,105,FR,ios,4.7,partner,40858.0,yellow,0
32019780,2023-07-01,2025-09-12,914,1,9.44,0,12,7.54,7,0,1,monthly,107,ES,android,3.2,organic,33731.0,white,0
50254888,2024-11-11,2025-07-27,415,1,11.56,0,6,11.16,1,0,1,annual,102,FR,android,4.8,organic,14049.0,white,0
65355203,2023-07-19,2025-12-12,896,1,11.32,0,11,23.0,0,0,1,monthly,104,ES,ios,3.9,referral,52504.0,green,0
34889688,2023-10-27,2025-05-07,796,3,31.59,5,11,17.91,6,0,1,annual,106,NL,android,3.7,organic,,black,0
54060522,2025-03-01,2025-10-02,305,3,32.42,0,12,15.78,0,0,1,monthly,104,ES,web,5.8,organic,27362.0,blue,1
36767132,2023-02-25,2025-12-28,1040,2,20.02,0,13,9.7,0,1,1,monthly,107,ES,android,3.6,referral,42003.0,red,0
28048716,2024-05-04,2025-07-26,606,2,19.1,10,12,8.36,0,2,0,monthly,104,IT,android,4.3,organic,25970.0,blue,1
16614828,2024-10-13,2025-08-20,444,4,60.88,0,10,16.16,0,0,1,monthly,107,PT,ios,4.2,ads,11438.0,green,0
67258287,2023-05-25,2025-07-31,951,2,18.86,0,7,17.95,0,0,1,monthly,102,DE,android,3.9,partner,32814.0,white,1
53360415,2023-11-19,2025-07-04,773,3,35.65,0,14,16.75,0,0,0,monthly,106,FR,android,3.6,ads,42240.0,red,0
76338326,2024-01-12,2025-09-08,719,4,63.3,0,14,25.76,0,0,0,monthly,102,PT,ios,4.4,referral,29073.0,green,1
16087672,2024-12-27,2025-06-16,369,2,16.35,20,11,10.66,0,0,1,annual,101,IT,android,4.8,referral,29615.0,white,0
85376788,2025-12-05,2025-10-04,26,4,56.4,0,10,15.58,1,0,1,monthly,101,FR,android,5.5,referral,30243.0,blue,0
96084361,2025-07-04,2025-08-23,180,2,20.44,0,10,4.34,1,0,1,monthly,104,FR,android,5.4,ads,31401.0,blue,1
37182606,2023-07-27,2025-11-23,888,3,39.49,0,12,16.27,0,0,0,monthly,102,ES,ios,3.0,organic,34894.0,yellow,0
97702683,2023-01-20,2025-08-05,1076,1,7.16,0,11,23.57,0,0,0,monthly,102,ES,web,3.8,organic,44004.0,black,0
23889411,2023-02-26,2025-10-30,1039,2,20.06,0,10,8.25,0,0,1,annual,105,ES,web,3.0,referral,43140.0,blue,0
57717169,2024-10-14,2025-07-17,443,1,9.49,0,7,18.8,0,0,1,monthly,104,ES,android,4.3,organic,61283.0,yellow,0
93858731,2023-06-21,2025-06-22,924,1,10.2,0,12,23.65,0,0,0,annual,103,NL,ios,3.6,organic,57242.0,yellow,0
48749164,2023-09-11,2025-06-08,842,1,10.42,0,7,9.61,0,1,0,monthly,104,PT,web,3.6,ads,-999.0,black,0
93784775,2025-07-16,2025-05-23,168,2,22.5,0,2,15.3,1,2,1,annual,106,ES,android,5.6,organic,29621.0,yellow,0
28289221,2025-08-14,2025-12-02,139,2,18.16,10,8,23.48,0,0,0,monthly,106,ES,web,5.8,referral,42919.0,black,0
35737936,2025-07-07,2025-11-28,177,2,22.8,0,7,15.13,1,1,0,annual,104,DE,ios,5.5,partner,7728.0,green,0
67861980,2023-10-05,2025-05-23,818,2,19.73,0,4,17.72,0,0,1,monthly,106,FR,android,3.8,organic,37210.0,blue,1
15068937,2024-11-09,2025-10-01,417,4,53.3,10,10,3.86,1,0,1,monthly,106,PT,android,4.5,organic,,green,0
31428700,2024-10-30,2025-12-25,427,4,58.52,0,11,18.33,1,0,1,monthly,103,NL,web,4.4,referral,32055.0,green,0
73783179,2023-07-22,2025-10-24,893,1,5.99,0,7,16.85,0,1,0,monthly,102,DE,android,3.3,organic,32965.0,yellow,0
21922931,2024-08-29,2025-06-14,489,2,18.54,10,12,7.04,0,0,1,monthly,101,ES,android,4.4,organic,8018.0,blue,0
42854204,2024-07-29,2025-10-07,520,3,35.56,10,17,10.46,1,0,0,monthly,105,PT,android,4.4,organic,66652.0,black,0
60122367,2024-03-09,2025-12-13,662,3,36.0,0,13,18.87,2,0,0,monthly,107,FR,android,4.9,organic,25227.0,blue,0
78277031,2025-04-03,2025-07-11,272,2,21.5,0,15,13.93,1,0,0,monthly,101,FR,android,5.1,ads,52928.0,blue,1
56965826,2025-01-11,2025-11-15,354,3,27.27,20,9,20.92,0,1,1,monthly,104,IT,android,5.4,organic,9904.0,red,0
16449321,2024-08-06,2025-10-08,512,1,9999.0,5,10,16.36,0,0,1,annual,102,FR,ios,4.1,ads,23606.0,blue,1
63187530,2025-03-05,2025-12-31,301,2,9999.0,0,13,15.59,0,0,1,monthly,104,ES,android,5.0,ads,43738.0,white,1
51313962,2025-04-15,2025-08-09,260,3,39.41,0,14,14.48,1,0,1,monthly,106,IT,web,5.4,organic,29176.0,white,1
45464760,2024-09-12,2025-09-16,475,3,38.26,0,12,16.76,1,1,0,monthly,106,ES,web,4.4,organic,43745.0,blue,0
39914618,2023-10-21,2025-06-06,802,3,34.92,5,9,19.07,0,0,1,monthly,107,ES,ios,3.2,organic,41427.0,blue,0
83537447,2025-04-10,2025-10-12,265,1,9.06,10,6,16.7,4,1,1,monthly,104,DE,web,5.6,referral,20925.0,red,1
67838851,2025-02-24,2025-11-12,310,1,10.45,0,12,12.46,0,2,0,annual,105,ES,ios,5.0,organic,49672.0,blue,1
13124217,2025-12-12,2025-11-22,19,1,8.33,0,11,22.19,4,0,1,monthly,107,PT,android,5.7,referral,40575.0,blue,1
73850117,2023-06-14,2025-11-13,931,1,6.8,0,12,18.95,0,0,0,monthly,105,NL,android,3.4,referral,12255.0,red,0
95386034,2024-04-04,2025-09-14,636,1,7.51,0,7,16.06,1,0,0,monthly,107,NL,ios,4.0,ads,33946.0,blue,0
50614657,2025-10-09,2025-12-11,83,2,20.1,0,9,14.8,1,0,1,monthly,102,ES,web,5.9,partner,,blue,1
41298798,2024-07-17,2025-09-26,532,2,19.35,0,15,18.75,0,0,0,monthly,101,NL,android,4.5,organic,31076.0,red,0
21035080,2025-10-29,2025-06-09,63,3,31.76,0,8,3.01,3,0,1,monthly,102,ES,ios,5.4,organic,33152.0,green,1
21625382,2023-01-14,2025-06-30,1082,2,18.91,5,11,16.2,2,1,1,monthly,106,FR,web,3.6,organic,39279.0,black,0
76611320,2023-02-08,2025-08-01,1057,1,9.29,0,3,22.59,1,0,1,monthly,101,ES,web,3.5,ads,9586.0,white,1
96503827,2025-05-21,2025-05-31,224,3,32.41,0,11,16.07,0,0,1,monthly,106,PT,web,5.6,organic,,yellow,0
45643972,2024-01-28,2025-06-27,703,1,8.26,10,4,13.5,0,0,0,annual,104,ES,android,4.7,partner,27225.0,black,1
61316344,2024-07-23,2025-07-28,526,4,59.28,0,14,11.92,1,0,0,annual,105,IT,android,4.2,referral,,yellow,0
95921455,2024-04-13,2025-06-07,627,1,8.63,0,9,17.21,2,0,0,monthly,106,IT,android,4.6,ads,24572.0,yellow,0
94007531,2024-03-22,2025-12-02,649,2,22.03,0,14,14.33,0,0,1,monthly,103,FR,android,4.7,ads,59729.0,white,0
71930779,2025-10-25,2025-06-18,67,4,53.01,5,14,23.36,1,1,1,annual,102,PT,web,5.1,organic,24245.0,white,1
84751396,2023-04-14,2025-10-22,992,2,15.62,0,12,9.82,3,1,1,monthly,105,FR,ios,3.7,organic,16672.0,red,0
56518821,2025-04-25,2025-07-09,250,3,35.0,0,11,12.04,1,0,1,monthly,107,ES,web,5.3,organic,49625.0,yellow,1
54173854,2025-09-01,2025-05-26,121,3,35.2,0,8,10.39,0,0,0,monthly,101,FR,android,5.1,ads,40760.0,yellow,1
49442900,2024-12-20,2025-09-03,376,1,10.88,0,11,25.76,1,0,1,monthly,102,IT,android,4.7,organic,37771.0,white,0
17970315,2024-03-08,2025-12-10,663,3,33.8,0,4,11.86,0,0,1,monthly,106,ES,android,4.7,referral,28958.0,yellow,0
64636208,2023-06-25,2025-10-04,920,4,57.97,0,10,11.21,2,0,0,monthly,101,PT,android,3.5,partner,27401.0,blue,0
36933250,2025-01-17,2025-09-25,348,4,59.97,0,12,2.46,0,1,1,monthly,101,ES,ios,5.6,organic,38763.0,black,0
74538682,2024-05-28,2025-05-21,582,2,19.02,0,13,9.78,1,0,0,annual,106,IT,ios,4.4,ads,,white,1
72927970,2023-06-13,2025-05-19,932,2,23.4,0,12,18.17,5,0,0,monthly,106,ES,ios,3.4,organic,57244.0,blue,1
39124087,2024-01-29,2025-08-17,702,3,34.28,0,10,17.64,0,0,1,monthly,102,FR,web,4.3,ads,,blue,0
76072496,2025-11-18,2025-05-17,43,2,17.89,10,8,10.09,1,1,0,annual,107,FR,android,5.7,referral,28534.0,green,1
25523038,2023-10-18,2025-09-18,805,2,25.44,0,9,10.68,0,0,0,annual,105,FR,android,3.4,ads,26529.0,yellow,0
32636434,2023-07-15,2025-09-24,900,1,9.56,0,12,26.16,1,0,0,monthly,101,ES,ios,3.1,ads,15274.0,green,0
71491670,2025-01-16,2025-06-14,349,1,11.21,0,8,30.18,0,0,0,monthly,104,DE,android,5.2,organic,,black,0
67659501,2023-08-07,2025-07-24,877,2,21.41,0,10,21.4,1,0,1,monthly,106,ES,android,3.3,organic,21248.0,green,1
88880569,2025-10-04,2025-08-28,88,1,11.6,0,14,24.86,0,0,1,monthly,105,ES,android,5.7,referral,30196.0,green,0
19255789,2025-07-29,2025-09-13,155,1,9.56,10,5,23.88,1,1,0,annual,104,ES,web,5.8,partner,67664.0,yellow,1
73226079,2025-12-12,2025-07-15,19,1,10.42,0,13,28.54,0,0,1,monthly,103,PT,web,5.1,ads,6749.0,blue,1
29216366,2025-09-26,2025-07-04,96,4,60.21,0,14,13.69,0,0,0,monthly,102,ES,android,5.1,organic,30609.0,blue,1
40850262,2023-09-24,2025-09-05,829,1,8.72,0,6,8.23,1,0,1,monthly,105,FR,ios,3.5,ads,12842.0,blue,0
21028546,2023-08-21,2025-12-24,863,1,10.71,0,14,26.5,1,0,1,monthly,102,ES,android,3.9,ads,24478.0,white,0
38154971,2024-01-11,2025-12-07,720,2,19.56,20,12,9.21,2,1,0,annual,106,DE,android,4.2,ads,30007.0,yellow,0
